inquiry_id,department,inquiry_type,channel,student_type,quarter,month,day_of_week,time_slot,staff_member,wait_time_min,service_time_min,resolution,escalated,callback_required,satisfaction_score
11803,Registrar,Enrollment Verification,Virtual Appointment,Undergraduate,Summer 2025,Jul,Thursday,10-12 PM,Staff G,4.6,15.0,Follow-Up Required,No,Yes,3.8
11804,Financial Aid,Loan Questions,Walk-In,Undergraduate,Fall 2024,Oct,Thursday,10-12 PM,Staff A,18.0,7.5,Escalated to Department,Yes,No,2.3
11805,Registrar,Add/Drop,Email,Graduate,Fall 2024,Dec,Monday,10-12 PM,Staff H,7.1,6.4,Referred to Another Office,No,No,4.0
11806,Admissions,Orientation,Phone,Graduate,Fall 2024,Nov,Wednesday,8-10 AM,Staff E,5.0,4.3,Resolved on First Contact,No,No,4.0
11807,Student Business Services,Account Hold,Walk-In,Parent/Guardian,Spring 2025,Jun,Monday,10-12 PM,Staff D,12.6,13.4,Resolved on First Contact,No,No,2.6
11808,Financial Aid,Work-Study,Virtual Appointment,Graduate,Summer 2025,Jul,Friday,2-4 PM,Staff A,2.0,21.8,Follow-Up Required,No,Yes,5.0
11809,Financial Aid,Loan Questions,Walk-In,Prospective,Fall 2024,Sep,Thursday,12-2 PM,Staff A,21.2,13.3,Follow-Up Required,No,No,5.0
11810,Financial Aid,Work-Study,Email,Undergraduate,Fall 2024,Dec,Monday,2-4 PM,Staff C,18.6,2.9,Follow-Up Required,No,Yes,4.0
11811,Student Business Services,Refund Status,Walk-In,Undergraduate,Fall 2024,Oct,Monday,8-10 AM,Staff E,10.1,13.8,Resolved on First Contact,No,No,5.0
11812,Admissions,Residency,Email,Parent/Guardian,Fall 2024,Dec,Wednesday,8-10 AM,Staff A,8.6,3.8,Resolved on First Contact,No,No,4.5
11813,Financial Aid,Award Letter,Walk-In,Prospective,Fall 2024,Sep,Tuesday,12-2 PM,Staff D,16.7,17.0,Resolved on First Contact,No,No,2.7
11814,Financial Aid,Award Letter,Phone,Graduate,Winter 2025,Feb,Monday,10-12 PM,Staff H,8.0,15.8,Follow-Up Required,No,Yes,3.6
11815,Financial Aid,Work-Study,Email,Undergraduate,Fall 2024,Nov,Wednesday,12-2 PM,Staff A,7.3,13.9,Resolved on First Contact,No,No,3.8
11816,General Inquiry,General Question,Virtual Appointment,Graduate,Winter 2025,Mar,Tuesday,12-2 PM,Staff B,4.3,17.9,Follow-Up Required,No,Yes,2.9
11817,Financial Aid,Scholarship Inquiry,Virtual Appointment,Prospective,Fall 2024,Nov,Monday,12-2 PM,Staff E,4.1,15.1,Referred to Another Office,No,No,4.1
11818,Admissions,Residency,Email,Undergraduate,Summer 2025,Jul,Thursday,2-4 PM,Staff A,1.0,8.4,Resolved on First Contact,No,No,4.0
11819,Student Business Services,Account Hold,Email,Graduate,Summer 2025,Jul,Friday,10-12 PM,Staff G,6.7,9.4,Resolved on First Contact,No,No,4.5
11820,Registrar,Enrollment Verification,Walk-In,Undergraduate,Winter 2025,Jan,Thursday,10-12 PM,Staff E,9.9,17.1,Resolved on First Contact,No,No,4.9
11821,Financial Aid,FAFSA Status,Walk-In,Undergraduate,Winter 2025,Feb,Friday,12-2 PM,Staff A,6.2,17.8,Resolved on First Contact,No,No,5.0
11822,Financial Aid,Scholarship Inquiry,Walk-In,Prospective,Winter 2025,Feb,Monday,8-10 AM,Staff D,8.1,19.6,Resolved on First Contact,No,No,4.3
11823,Student Business Services,Account Hold,Walk-In,Undergraduate,Winter 2025,Feb,Tuesday,10-12 PM,Staff H,6.4,18.8,Resolved on First Contact,No,No,3.4
11824,Admissions,Transfer Credits,Walk-In,Undergraduate,Spring 2025,May,Monday,10-12 PM,Staff H,5.5,2.3,Resolved on First Contact,No,No,3.9
11825,Student Business Services,Tuition Payment,Phone,Prospective,Winter 2025,Feb,Thursday,10-12 PM,Staff D,2.7,18.9,Resolved on First Contact,No,No,4.3
11826,Registrar,Transcript Request,Walk-In,Graduate,Summer 2025,Jul,Friday,8-10 AM,Staff E,6.4,13.9,Follow-Up Required,No,Yes,5.0
11827,Financial Aid,FAFSA Status,Phone,Undergraduate,Summer 2025,Jul,Thursday,8-10 AM,Staff F,12.9,13.6,Referred to Another Office,No,No,3.7
11828,General Inquiry,Complaint,Walk-In,Parent/Guardian,Fall 2024,Nov,Friday,12-2 PM,Staff C,9.5,18.4,Resolved on First Contact,No,No,4.7
11829,Admissions,Transfer Credits,Walk-In,Undergraduate,Winter 2025,Feb,Thursday,12-2 PM,Staff C,16.0,16.9,Escalated to Department,Yes,No,4.4
11830,Financial Aid,Work-Study,Phone,Parent/Guardian,Fall 2024,Nov,Tuesday,12-2 PM,Staff B,7.9,16.1,Resolved on First Contact,No,No,5.0
11831,General Inquiry,Campus Resources,Email,Graduate,Fall 2024,Nov,Wednesday,12-2 PM,Staff F,13.0,2.0,Resolved on First Contact,No,No,4.5
11832,Student Business Services,Account Hold,Email,Undergraduate,Winter 2025,Mar,Monday,8-10 AM,Staff C,0.4,10.7,Follow-Up Required,No,No,3.8
11833,Student Business Services,Tuition Payment,Phone,Undergraduate,Fall 2024,Nov,Monday,10-12 PM,Staff E,24.3,10.0,Resolved on First Contact,No,No,3.5
11834,Student Business Services,1098-T,Walk-In,Undergraduate,Summer 2025,Jul,Thursday,8-10 AM,Staff C,16.7,4.0,Resolved on First Contact,No,No,3.3
11835,Admissions,Application Status,Phone,Undergraduate,Fall 2024,Oct,Wednesday,2-4 PM,Staff B,5.2,14.9,Resolved on First Contact,No,No,5.0
11836,Student Business Services,Tuition Payment,Walk-In,Graduate,Winter 2025,Feb,Wednesday,12-2 PM,Staff A,7.0,22.6,Referred to Another Office,No,No,5.0
11837,Financial Aid,Work-Study,Walk-In,Undergraduate,Spring 2025,Apr,Wednesday,10-12 PM,Staff C,13.3,16.5,Resolved on First Contact,No,No,5.0
11838,Registrar,Add/Drop,Walk-In,Undergraduate,Spring 2025,Jun,Tuesday,10-12 PM,Staff E,25.4,13.3,Escalated to Department,Yes,No,3.1
11839,General Inquiry,General Question,Walk-In,Prospective,Winter 2025,Mar,Wednesday,2-4 PM,Staff E,9.7,18.7,Follow-Up Required,No,Yes,2.8
11840,Financial Aid,Work-Study,Walk-In,Undergraduate,Summer 2025,Jul,Wednesday,12-2 PM,Staff B,10.3,17.9,Resolved on First Contact,No,No,3.9
11841,Registrar,Graduation Check,Virtual Appointment,Graduate,Winter 2025,Feb,Tuesday,2-4 PM,Staff H,2.2,9.0,Resolved on First Contact,No,No,4.9
11842,Registrar,Enrollment Verification,Virtual Appointment,Undergraduate,Winter 2025,Feb,Friday,10-12 PM,Staff G,3.9,2.0,Resolved on First Contact,No,No,4.3
11843,Registrar,Enrollment Verification,Walk-In,Graduate,Fall 2024,Oct,Wednesday,10-12 PM,Staff B,11.7,16.1,Resolved on First Contact,No,No,4.2
11844,Student Business Services,1098-T,Walk-In,Graduate,Winter 2025,Feb,Wednesday,12-2 PM,Staff G,8.5,17.1,Resolved on First Contact,No,No,4.6
11845,General Inquiry,Campus Resources,Walk-In,Prospective,Spring 2025,May,Friday,12-2 PM,Staff D,5.2,16.6,Resolved on First Contact,No,No,4.5
11846,Financial Aid,Scholarship Inquiry,Walk-In,Undergraduate,Spring 2025,Apr,Friday,12-2 PM,Staff D,5.3,4.8,Resolved on First Contact,No,No,5.0
11847,Financial Aid,FAFSA Status,Virtual Appointment,Undergraduate,Spring 2025,May,Friday,12-2 PM,Staff H,9.1,27.4,Resolved on First Contact,No,No,5.0
11848,Financial Aid,Work-Study,Walk-In,Undergraduate,Winter 2025,Mar,Tuesday,12-2 PM,Staff D,14.2,13.0,Resolved on First Contact,No,No,4.1
11849,Admissions,Orientation,Email,Undergraduate,Fall 2024,Oct,Monday,12-2 PM,Staff G,7.2,13.5,Resolved on First Contact,No,No,5.0
11850,Student Business Services,Tuition Payment,Walk-In,Undergraduate,Fall 2024,Sep,Tuesday,10-12 PM,Staff A,29.3,5.5,Referred to Another Office,No,No,2.3
11851,Financial Aid,Award Letter,Virtual Appointment,Graduate,Fall 2024,Dec,Tuesday,10-12 PM,Staff E,6.5,13.1,Resolved on First Contact,No,No,5.0
11852,Admissions,Residency,Walk-In,Graduate,Spring 2025,Jun,Friday,2-4 PM,Staff H,9.0,9.3,Follow-Up Required,No,Yes,4.2
11853,Admissions,Application Status,Email,Prospective,Spring 2025,Apr,Thursday,10-12 PM,Staff D,10.5,2.9,Referred to Another Office,No,No,3.1
11854,Admissions,Application Status,Walk-In,Undergraduate,Fall 2024,Nov,Monday,10-12 PM,Staff E,19.9,7.9,Resolved on First Contact,No,No,5.0
11855,General Inquiry,General Question,Phone,Undergraduate,Winter 2025,Feb,Monday,12-2 PM,Staff B,15.8,20.1,Resolved on First Contact,No,No,3.5
11856,Financial Aid,Loan Questions,Walk-In,Parent/Guardian,Winter 2025,Jan,Monday,2-4 PM,Staff H,8.2,15.3,Resolved on First Contact,No,No,4.2
11857,Admissions,Orientation,Walk-In,Undergraduate,Winter 2025,Mar,Thursday,10-12 PM,Staff A,6.6,22.6,Referred to Another Office,No,No,3.9
11858,Registrar,Grade Change,Virtual Appointment,Graduate,Fall 2024,Oct,Thursday,10-12 PM,Staff B,12.2,17.3,Follow-Up Required,No,Yes,2.4
11859,Admissions,Residency,Virtual Appointment,Parent/Guardian,Fall 2024,Nov,Friday,2-4 PM,Staff E,7.3,2.0,Resolved on First Contact,No,No,4.4
11860,Student Business Services,1098-T,Email,Parent/Guardian,Fall 2024,Sep,Friday,2-4 PM,Staff F,7.4,9.3,Follow-Up Required,No,No,3.1
11861,Admissions,Admission Decision,Phone,Undergraduate,Fall 2024,Sep,Monday,12-2 PM,Staff G,14.1,10.1,Follow-Up Required,No,Yes,3.5
11862,Student Business Services,Refund Status,Email,Graduate,Fall 2024,Sep,Tuesday,10-12 PM,Staff F,11.0,6.3,Resolved on First Contact,No,No,4.2
11863,Financial Aid,Work-Study,Walk-In,Undergraduate,Fall 2024,Dec,Tuesday,10-12 PM,Staff D,12.6,23.1,Escalated to Department,Yes,No,2.1
11864,Registrar,Transcript Request,Walk-In,Graduate,Spring 2025,Apr,Tuesday,12-2 PM,Staff F,7.5,16.3,Follow-Up Required,No,Yes,3.4
11865,General Inquiry,Complaint,Walk-In,Parent/Guardian,Fall 2024,Oct,Friday,2-4 PM,Staff B,9.0,22.8,Resolved on First Contact,No,No,4.2
11866,General Inquiry,Hours/Location,Phone,Undergraduate,Summer 2025,Aug,Wednesday,2-4 PM,Staff H,1.6,9.7,Escalated to Department,Yes,No,3.5
11867,Financial Aid,Award Letter,Walk-In,Prospective,Fall 2024,Nov,Thursday,8-10 AM,Staff G,14.1,19.2,Resolved on First Contact,No,No,3.5
11868,Financial Aid,Award Letter,Walk-In,Graduate,Fall 2024,Oct,Wednesday,10-12 PM,Staff F,11.6,15.2,Follow-Up Required,No,Yes,2.7
11869,Financial Aid,Award Letter,Phone,Undergraduate,Winter 2025,Jan,Monday,10-12 PM,Staff C,19.6,15.0,Resolved on First Contact,No,No,3.5
11870,Student Business Services,1098-T,Email,Prospective,Fall 2024,Nov,Monday,2-4 PM,Staff A,5.2,15.1,Escalated to Department,Yes,No,1.9
11871,Admissions,Admission Decision,Walk-In,Undergraduate,Spring 2025,Apr,Wednesday,12-2 PM,Staff E,21.7,23.0,Follow-Up Required,No,Yes,2.7
11872,Financial Aid,Award Letter,Walk-In,Undergraduate,Fall 2024,Oct,Thursday,10-12 PM,Staff H,13.2,21.9,Follow-Up Required,No,Yes,4.8
11873,Registrar,Add/Drop,Walk-In,Parent/Guardian,Summer 2025,Aug,Monday,8-10 AM,Staff G,7.6,16.4,Referred to Another Office,No,No,2.6
11874,Admissions,Application Status,Walk-In,Undergraduate,Summer 2025,Aug,Thursday,12-2 PM,Staff H,7.9,11.7,Resolved on First Contact,No,No,5.0
11875,Student Business Services,Refund Status,Walk-In,Undergraduate,Winter 2025,Feb,Thursday,8-10 AM,Staff D,8.2,19.2,Resolved on First Contact,No,No,3.2
11876,Registrar,Enrollment Verification,Phone,Prospective,Winter 2025,Mar,Tuesday,2-4 PM,Staff B,5.7,17.9,Resolved on First Contact,No,No,4.7
11877,Student Business Services,Refund Status,Phone,Parent/Guardian,Spring 2025,Jun,Thursday,12-2 PM,Staff A,3.5,10.7,Resolved on First Contact,No,No,5.0
11878,Registrar,Grade Change,Phone,Prospective,Winter 2025,Jan,Tuesday,10-12 PM,Staff D,11.3,12.2,Resolved on First Contact,No,No,4.8
11879,Financial Aid,Work-Study,Walk-In,Undergraduate,Spring 2025,Jun,Thursday,10-12 PM,Staff B,9.4,15.4,Follow-Up Required,No,Yes,3.6
11880,Student Business Services,Refund Status,Email,Undergraduate,Fall 2024,Nov,Thursday,2-4 PM,Staff F,12.9,7.8,Follow-Up Required,No,Yes,3.7
11881,Student Business Services,Payment Plan,Walk-In,Undergraduate,Fall 2024,Oct,Friday,10-12 PM,Staff G,16.4,19.9,Resolved on First Contact,No,No,5.0
11882,Admissions,Application Status,Phone,Undergraduate,Winter 2025,Jan,Tuesday,10-12 PM,Staff E,5.2,10.8,Escalated to Department,Yes,No,3.8
11883,Student Business Services,Tuition Payment,Email,Parent/Guardian,Winter 2025,Feb,Tuesday,2-4 PM,Staff G,13.4,13.4,Follow-Up Required,No,No,4.0
11884,Admissions,Transfer Credits,Walk-In,Graduate,Summer 2025,Jul,Monday,2-4 PM,Staff C,17.8,14.4,Escalated to Department,Yes,No,3.1
11885,Financial Aid,FAFSA Status,Walk-In,Undergraduate,Fall 2024,Sep,Monday,2-4 PM,Staff H,45.0,15.7,Referred to Another Office,No,No,3.7
11886,Registrar,Graduation Check,Email,Undergraduate,Spring 2025,Jun,Thursday,8-10 AM,Staff C,1.5,2.0,Resolved on First Contact,No,No,3.2
11887,Financial Aid,FAFSA Status,Walk-In,Parent/Guardian,Fall 2024,Oct,Friday,8-10 AM,Staff H,24.1,15.2,Follow-Up Required,No,Yes,2.9
11888,Financial Aid,Loan Questions,Phone,Prospective,Winter 2025,Mar,Tuesday,8-10 AM,Staff G,16.4,19.6,Resolved on First Contact,No,No,5.0
11889,Student Business Services,Payment Plan,Walk-In,Undergraduate,Fall 2024,Nov,Monday,10-12 PM,Staff F,17.2,16.5,Escalated to Department,Yes,No,4.2
11890,General Inquiry,General Question,Phone,Graduate,Winter 2025,Mar,Tuesday,12-2 PM,Staff E,5.6,2.2,Follow-Up Required,No,Yes,3.7
11891,Financial Aid,FAFSA Status,Walk-In,Undergraduate,Fall 2024,Sep,Wednesday,10-12 PM,Staff A,37.2,21.1,Resolved on First Contact,No,No,3.0
11892,Registrar,Enrollment Verification,Walk-In,Prospective,Winter 2025,Feb,Tuesday,12-2 PM,Staff E,33.8,9.2,Referred to Another Office,No,No,5.0
11893,Admissions,Orientation,Phone,Graduate,Spring 2025,May,Tuesday,10-12 PM,Staff F,8.2,14.9,Follow-Up Required,No,Yes,3.3
11894,Financial Aid,FAFSA Status,Walk-In,Graduate,Winter 2025,Mar,Thursday,10-12 PM,Staff B,8.6,21.1,Referred to Another Office,No,No,3.0
11895,Student Business Services,Refund Status,Walk-In,Undergraduate,Winter 2025,Jan,Monday,2-4 PM,Staff G,21.6,17.4,Resolved on First Contact,No,No,4.0
11896,Student Business Services,Payment Plan,Walk-In,Undergraduate,Spring 2025,May,Wednesday,10-12 PM,Staff G,5.7,24.4,Escalated to Department,Yes,No,3.1
11897,Student Business Services,Payment Plan,Walk-In,Undergraduate,Spring 2025,May,Thursday,10-12 PM,Staff G,7.7,20.0,Follow-Up Required,No,No,2.2
11898,Financial Aid,Work-Study,Walk-In,Parent/Guardian,Winter 2025,Mar,Tuesday,10-12 PM,Staff G,38.9,14.7,Follow-Up Required,No,Yes,2.2
11899,Registrar,Grade Change,Walk-In,Parent/Guardian,Fall 2024,Dec,Wednesday,8-10 AM,Staff A,22.5,10.2,Escalated to Department,Yes,No,2.9
11900,Admissions,Residency,Virtual Appointment,Prospective,Summer 2025,Jul,Thursday,10-12 PM,Staff C,22.5,11.6,Follow-Up Required,No,No,2.5
11901,Student Business Services,Payment Plan,Walk-In,Parent/Guardian,Winter 2025,Mar,Thursday,10-12 PM,Staff F,12.2,13.2,Follow-Up Required,No,No,2.6
11902,Financial Aid,Scholarship Inquiry,Phone,Graduate,Fall 2024,Oct,Wednesday,12-2 PM,Staff B,8.2,18.8,Resolved on First Contact,No,No,3.1
11903,Admissions,Transfer Credits,Walk-In,Undergraduate,Fall 2024,Sep,Tuesday,2-4 PM,Staff F,43.2,6.3,Escalated to Department,Yes,No,3.0
11904,Financial Aid,Work-Study,Walk-In,Prospective,Spring 2025,Jun,Friday,10-12 PM,Staff D,8.0,23.9,Follow-Up Required,No,No,3.7
11905,Student Business Services,1098-T,Virtual Appointment,Undergraduate,Fall 2024,Oct,Thursday,8-10 AM,Staff D,15.3,15.2,Escalated to Department,Yes,No,4.2
11906,Financial Aid,Loan Questions,Walk-In,Undergraduate,Summer 2025,Aug,Tuesday,12-2 PM,Staff D,11.5,23.8,Resolved on First Contact,No,No,3.3
11907,General Inquiry,Campus Resources,Virtual Appointment,Undergraduate,Fall 2024,Nov,Monday,8-10 AM,Staff C,6.1,6.1,Resolved on First Contact,No,No,4.2
11908,Registrar,Transcript Request,Walk-In,Undergraduate,Spring 2025,Jun,Monday,12-2 PM,Staff E,5.1,6.1,Resolved on First Contact,No,No,3.8
11909,Registrar,Transcript Request,Email,Graduate,Winter 2025,Mar,Monday,12-2 PM,Staff A,3.9,13.4,Escalated to Department,Yes,No,4.2
11910,Financial Aid,Scholarship Inquiry,Phone,Undergraduate,Winter 2025,Jan,Wednesday,8-10 AM,Staff G,9.3,13.8,Resolved on First Contact,No,No,4.3
11911,Registrar,Transcript Request,Email,Undergraduate,Summer 2025,Aug,Monday,2-4 PM,Staff C,1.6,3.0,Resolved on First Contact,No,No,4.9
11912,Admissions,Residency,Phone,Graduate,Winter 2025,Feb,Tuesday,2-4 PM,Staff H,4.3,17.8,Follow-Up Required,No,Yes,5.0
11913,General Inquiry,General Question,Phone,Prospective,Winter 2025,Feb,Thursday,2-4 PM,Staff B,7.6,7.9,Resolved on First Contact,No,No,4.5
11914,Registrar,Enrollment Verification,Walk-In,Graduate,Fall 2024,Dec,Tuesday,10-12 PM,Staff B,19.0,11.9,Referred to Another Office,No,No,4.7
11915,Registrar,Graduation Check,Walk-In,Undergraduate,Fall 2024,Oct,Thursday,12-2 PM,Staff D,9.4,9.3,Resolved on First Contact,No,No,3.3
11916,Student Business Services,Tuition Payment,Virtual Appointment,Undergraduate,Fall 2024,Sep,Thursday,2-4 PM,Staff H,15.7,18.8,Referred to Another Office,No,No,2.6
11917,Admissions,Application Status,Walk-In,Prospective,Spring 2025,Jun,Tuesday,10-12 PM,Staff A,5.5,13.1,Resolved on First Contact,No,No,5.0
11918,Student Business Services,1098-T,Walk-In,Graduate,Fall 2024,Oct,Thursday,2-4 PM,Staff D,9.2,19.6,Resolved on First Contact,No,No,4.5
11919,Registrar,Graduation Check,Email,Undergraduate,Fall 2024,Dec,Thursday,8-10 AM,Staff B,5.3,2.0,Resolved on First Contact,No,No,4.8
11920,Registrar,Add/Drop,Walk-In,Parent/Guardian,Winter 2025,Jan,Tuesday,8-10 AM,Staff B,16.5,13.2,Follow-Up Required,No,Yes,4.7
11921,Student Business Services,1098-T,Virtual Appointment,Undergraduate,Spring 2025,Jun,Monday,12-2 PM,Staff G,0.4,15.5,Resolved on First Contact,No,No,4.0
11922,Financial Aid,Award Letter,Email,Undergraduate,Spring 2025,Apr,Wednesday,12-2 PM,Staff E,0.2,9.3,Resolved on First Contact,No,No,4.1
11923,Student Business Services,1098-T,Phone,Undergraduate,Fall 2024,Dec,Friday,12-2 PM,Staff G,5.0,9.8,Referred to Another Office,No,No,4.5
11924,Registrar,Add/Drop,Email,Undergraduate,Fall 2024,Dec,Thursday,2-4 PM,Staff E,27.9,7.6,Resolved on First Contact,No,No,3.6
11925,Admissions,Admission Decision,Walk-In,Parent/Guardian,Summer 2025,Aug,Monday,8-10 AM,Staff G,24.0,10.5,Follow-Up Required,No,Yes,3.0
11926,Financial Aid,Scholarship Inquiry,Walk-In,Undergraduate,Fall 2024,Sep,Thursday,10-12 PM,Staff E,12.7,22.9,Follow-Up Required,No,Yes,2.8
11927,Student Business Services,Payment Plan,Phone,Undergraduate,Summer 2025,Aug,Wednesday,2-4 PM,Staff D,2.9,19.1,Resolved on First Contact,No,No,5.0
11928,Registrar,Enrollment Verification,Walk-In,Undergraduate,Summer 2025,Aug,Wednesday,8-10 AM,Staff F,28.5,8.6,Follow-Up Required,No,No,3.0
11929,Student Business Services,1098-T,Email,Undergraduate,Spring 2025,May,Thursday,12-2 PM,Staff H,0.8,9.7,Follow-Up Required,No,Yes,4.8
11930,Financial Aid,FAFSA Status,Virtual Appointment,Undergraduate,Fall 2024,Dec,Wednesday,10-12 PM,Staff A,4.8,19.7,Resolved on First Contact,No,No,5.0
11931,Student Business Services,Account Hold,Walk-In,Undergraduate,Spring 2025,Jun,Thursday,8-10 AM,Staff E,5.7,18.3,Resolved on First Contact,No,No,5.0
11932,Student Business Services,Tuition Payment,Walk-In,Undergraduate,Spring 2025,Jun,Thursday,10-12 PM,Staff C,35.0,20.9,Escalated to Department,Yes,No,1.7
11933,Student Business Services,Tuition Payment,Virtual Appointment,Graduate,Winter 2025,Feb,Wednesday,10-12 PM,Staff E,10.9,14.7,Resolved on First Contact,No,No,2.0
11934,Student Business Services,1098-T,Walk-In,Prospective,Fall 2024,Sep,Monday,2-4 PM,Staff D,13.9,15.8,Resolved on First Contact,No,No,5.0
11935,Student Business Services,Account Hold,Phone,Graduate,Fall 2024,Oct,Friday,12-2 PM,Staff A,4.4,6.1,Follow-Up Required,No,Yes,4.9
11936,Admissions,Orientation,Walk-In,Graduate,Fall 2024,Dec,Friday,12-2 PM,Staff E,35.9,6.4,Resolved on First Contact,No,No,3.1
11937,Financial Aid,Scholarship Inquiry,Virtual Appointment,Undergraduate,Winter 2025,Mar,Monday,10-12 PM,Staff G,4.4,21.6,Referred to Another Office,No,No,3.4
11938,Admissions,Admission Decision,Phone,Prospective,Winter 2025,Jan,Wednesday,10-12 PM,Staff A,10.3,6.5,Resolved on First Contact,No,No,4.3
11939,Registrar,Add/Drop,Email,Undergraduate,Winter 2025,Jan,Tuesday,8-10 AM,Staff C,5.6,2.0,Resolved on First Contact,No,No,4.1
11940,Financial Aid,Loan Questions,Email,Undergraduate,Winter 2025,Jan,Thursday,10-12 PM,Staff B,14.4,16.8,Follow-Up Required,No,No,3.3
11941,Financial Aid,Work-Study,Walk-In,Graduate,Winter 2025,Feb,Thursday,8-10 AM,Staff G,6.8,15.0,Resolved on First Contact,No,No,3.6
11942,Registrar,Grade Change,Walk-In,Graduate,Spring 2025,May,Monday,10-12 PM,Staff A,17.4,8.0,Follow-Up Required,No,Yes,3.4
11943,Admissions,Application Status,Email,Undergraduate,Summer 2025,Jul,Friday,10-12 PM,Staff F,2.1,2.0,Referred to Another Office,No,No,4.5
11944,Student Business Services,Account Hold,Walk-In,Undergraduate,Fall 2024,Dec,Monday,10-12 PM,Staff E,9.8,7.6,Resolved on First Contact,No,No,4.3
11945,Admissions,Transfer Credits,Email,Undergraduate,Winter 2025,Jan,Thursday,8-10 AM,Staff G,8.2,5.8,Resolved on First Contact,No,No,3.9
11946,Registrar,Add/Drop,Virtual Appointment,Prospective,Fall 2024,Dec,Wednesday,12-2 PM,Staff D,17.4,11.3,Resolved on First Contact,No,No,3.8
11947,Registrar,Grade Change,Phone,Undergraduate,Spring 2025,Apr,Tuesday,10-12 PM,Staff F,3.9,18.2,Escalated to Department,Yes,No,5.0
11948,Financial Aid,Scholarship Inquiry,Email,Graduate,Spring 2025,May,Monday,8-10 AM,Staff H,0.2,12.3,Resolved on First Contact,No,No,4.1
11949,Registrar,Grade Change,Email,Undergraduate,Summer 2025,Jul,Monday,2-4 PM,Staff H,6.4,6.4,Resolved on First Contact,No,No,4.7
11950,Registrar,Grade Change,Email,Undergraduate,Fall 2024,Nov,Thursday,8-10 AM,Staff F,13.1,6.6,Follow-Up Required,No,Yes,5.0
11951,Financial Aid,Scholarship Inquiry,Walk-In,Undergraduate,Summer 2025,Jul,Wednesday,2-4 PM,Staff D,15.8,5.7,Resolved on First Contact,No,No,4.9
11952,Financial Aid,Scholarship Inquiry,Walk-In,Undergraduate,Fall 2024,Oct,Monday,8-10 AM,Staff D,13.1,14.5,Resolved on First Contact,No,No,4.7
11953,Student Business Services,Refund Status,Walk-In,Undergraduate,Spring 2025,Apr,Monday,2-4 PM,Staff H,5.8,18.2,Referred to Another Office,No,No,4.8
